value	Биты 1/4" 25 мм Hex: 2, 3, 4, 5, 6, 7, 8 мм\nГ-образный переходник	Біти 1/4" 25 мм Hex: 2, 3, 4, 5, 6, 7, 8 мм\nГ-подібний перехідник
value	торцевой	торцевий
value	Рабочий размер: TORX T15\nПрисоединительный квадрат: 1/4"	Робочий розмір: TORX T15\nПриєднувальний квадрат: 1/4"
value	Присоединительный квадрат: 3/4"\nРазмер: HEX 17мм\nДлина: 79мм	Приєднувальний квадрат: 3/4"\nРозмір: HEX 17мм\nДовжина: 79мм
value	Присоединительный квадрат: 3/4"\nРазмер: HEX 22мм\nДлина: 79мм	Приєднувальний квадрат: 3/4"\nРозмір: HEX 22мм\nДовжина: 79мм
value	Диаметр коронок: 32-210 мм	Діаметр коронок: 32-210 мм
value	Присоединительный квадрат: 1/2"\nДлина: 260 мм	Приєднувальний квадрат: 1/2"\nДовжина: 260 мм
value	Присоединительный квадрат: 1/2"\nРазмер: 16мм\nДлина: 34мм	Приєднувальний квадрат: 1/2"\nРозмір: 16мм\nДовжина: 34мм
value	Хром-ванадиевая сталь	Хром-ванадієва сталь
value	Присоединительный квадрат: 1/4"\nРазмер: PH3\nДлина: 19,5мм	Приєднувальний квадрат: 1/4"\nРозмір: PH3\nДовжина: 19,5мм
value	Присоединительный квадрат: 1/2"\nРазмер: SPLINE M10\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: SPLINE M10\nДовжина: 55мм
value	Диаметр заклепок:  3.0/3.2мм (1/8"), 4.0мм (5/32"), 4.8/5.0мм (5/32"), 6.0мм (3/16"), 6.4мм (1/4")	Діаметр заклепок:  3.0/3.2мм (1/8"), 4.0мм (5/32"), 4.8/5.0мм (5/32"), 6.0мм (3/16"), 6.4мм (1/4")
value	Присоединительный квадрат: 1/4"\nРазмер: PH1\nДлина: 19,5мм	Приєднувальний квадрат: 1/4"\nРозмір: PH1\nДовжина: 19,5мм
value	Присоединительный квадрат: 1/2"\nРазмер: RIBE M10\nДлина: 100мм	Приєднувальний квадрат: 1/2"\nРозмір: RIBE M10\nДовжина: 100мм
value	Присоединительный квадрат: 1/4"\nДлина: 115 мм	Приєднувальний квадрат: 1/4"\nДовжина: 115 мм
value	Присоединительный квадрат: 1/2"\nРазмер: SPLINE M14\nДлина: 100мм	Приєднувальний квадрат: 1/2"\nРозмір: SPLINE M14\nДовжина: 100мм
value	Рабочий размер: TORX T40\nПрисоединительный квадрат: 1/4"	Робочий розмір: TORX T40\nПриєднувальний квадрат: 1/4"
value	Присоединительный квадрат: 1"\nДлина: 560 мм	Приєднувальний квадрат: 1"\nДовжина: 560 мм
value	Размер: SL 4х0.5, 5.5х1, 6.5х1.2мм, PH1-PH3, PZ1-PZ3, HEX3-6мм,TORX Т10-Т40, TORX с отв. Т10-Т40	Розмір: SL 4х0.5, 5.5х1, 6.5х1.2мм, PH1-PH3, PZ1-PZ3, HEX3-6мм,TORX Т10-Т40, TORX з отв. Т10-Т40
value	Рабочий размер: TORX T10\nПрисоединительный квадрат: 1/4"	Робочий розмір: TORX T10\nПриєднувальний квадрат: 1/4"
value	Плоскогубцы и бокорезы - 7", плоскогубцы с удлиненными губками - 8"	Плоскогубці та бокорізи - 7", плоскогубці з подовженими губками - 8"
value	диаметр 150 мм	діаметр 150 мм
value	Присоединительный квадрат: 1"\nДлина: 114 мм	Приєднувальний квадрат: 1"\nДовжина: 114 мм
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 14мм\nДлина: 55мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 14мм\nДовжина: 55мм
value	Присоединительный квадрат: 1/2"\nРазмер: HEX 5мм\nДлина: 180мм	Приєднувальний квадрат: 1/2"\nРозмір: HEX 5мм\nДовжина: 180мм
value	Присоединительный квадрат: 1/2"\nРабочий размер: M16H\nОбщая длина: 60мм\nПрименяемость: Audi A4-A6, VW Passat, Porsche Boxster	Приєднувальний квадрат: 1/2"\nРобочий розмір: M16H\nЗагальна довжина: 60мм\nЗастосовність: Audi A4-A6, VW Passat, Porsche Boxster
value	Присоединительный квадрат: 1/2"\nРазмер: 10мм\nДлина: 34мм	Приєднувальний квадрат: 1/2"\nРозмір: 10мм\nДовжина: 34мм
value	BANJO (универсальный), 5/16" (8мм), 3/8" (9.5мм), 1/2" (12.7мм)	BANJO (універсальний), 5/16" (8мм), 3/8" (9.5мм), 1/2" (12.7мм)
value	BANJO (универсальный), 1/2” (12.7мм), 3/8” (10мм), 5/16” (8мм)	BANJO (універсальний), 1/2” (12.7мм), 3/8” (10мм), 5/16” (8мм)
value	Присоединительный квадрат: 1/2"\nРазмер: SPLINE M12\nДлина: 100мм	Приєднувальний квадрат: 1/2"\nРозмір: SPLINE M12\nДовжина: 100мм
value	Однотумбовый	Однотумбовий
